id,firstName,lastName,adp,projectedPoints,positionRank,slotName,teamName,lineupStatus,byeWeek
cc63b727-c1ae-4035-9832-c18008e506f4,Chris,Olave,30.4,12.5,WR11,WR,New Orleans Saints,,
ad37b230-b496-4143-b643-c26a2996a611,Travis,Etienne Jr.,30.4,11.2,RB12,RB,Jacksonville Jaguars,,
3b6dcfe9-94dc-48ed-8d32-23edbb67c45d,Stefon,Diggs,31.3,11.6,WR12,WR,New England Patriots,,
a4c23df1-0469-4b90-971b-c7b82f78433e,Deebo,Samuel,32,11.6,WR13,WR,Washington Commanders,,
fd400a82-e15c-4447-986f-38b2f50ddc34,Garrett,Wilson,33.8,12.3,WR14,WR,New York Jets,IN,
3f6ebce8-a40a-4142-a819-ed684e6a947f,TreVeyon,Henderson,33.8,11.5,RB13,RB,New England Patriots,,
c937abf9-1bcb-4604-816a-6a9fd40a16a3,Marvin,Harrison,34.4,10.1,WR15,WR,Arizona Cardinals,,
547b0ff4-4bcc-4232-9b72-fc9853d33531,Kyle,Monangai,35.4,8.6,RB14,RB,Chicago Bears,,
88a12be6-db2a-4330-8c81-678fa79738c3,Kenneth,Walker III,36.9,10,RB15,RB,Seattle Seahawks,,
c26d29f3-bf59-4f59-8bca-6186a11187b6,David,Montgomery,38.7,11.8,RB16,RB,Detroit Lions,,
c01382bc-6d5c-41b4-b6fc-0cf548764f51,Jordan,Addison,40.4,10.4,WR16,WR,Minnesota Vikings,,
794bccc2-394e-4ec4-9608-4d53f0cc0bec,Wan'Dale,Robinson,40.7,11.9,WR17,WR,New York Giants,,
234f9a60-edbb-4c45-bd45-9b3162c528c8,Baker,Mayfield,41.1,19.9,QB5,QB,Tampa Bay Buccaneers,,
5c654170-c1a2-4076-b652-f00a6fc6245e,Jameson,Williams,41.8,9.3,WR18,WR,Detroit Lions,,
41559910-0fcc-4ef1-b946-633abc53bce4,Dalton,Kincaid,42.9,7.9,TE4,TE,Buffalo Bills,,
7eecf539-d186-41bd-94ab-019961b9a786,Tetairoa,McMillan,45.7,10.5,WR19,WR,Carolina Panthers,QUESTIONABLE,
e7e77532-bc41-4c1e-884e-201c56d120ee,Jauan,Jennings,47.2,10.2,WR20,WR,San Francisco 49ers,,
a0233bf3-f586-43a2-95b4-233e0f4950c8,Caleb,Williams,47.6,16.9,QB6,QB,Chicago Bears,,
8b7c32af-c970-4ba9-bbee-262fbda607a4,Matthew,Stafford,48.1,17.6,QB7,QB,Los Angeles Rams,,
4c936cee-8a12-48f6-98ef-111a827c36dc,Khalil,Shakir,48.4,10.1,WR21,WR,Buffalo Bills,,
e2dcf540-52f9-484a-b113-7c42d5bdacdb,Tez,Johnson,50.1,8.5,WR22,WR,Tampa Bay Buccaneers,,
bb451c81-853b-4678-8ed3-853c7596a779,D.J.,Moore,50.3,8.4,WR23,WR,Chicago Bears,,
bde9be44-dee2-466e-a756-ce639ffc5708,Jared,Goff,50.3,19.9,QB8,QB,Detroit Lions,,
b26aa0f5-1bdf-4218-8448-e0333d210a45,Hunter,Henry,53,8.3,TE5,TE,New England Patriots,,
d6db65e2-8324-4739-8d0b-3054a156fc59,Tyrone,Tracy,53.5,10.2,RB17,RB,New York Giants,,
29bdaeb5-25e8-4e00-b4ef-b03e1ae3dc0d,Cade,Otton,55.6,7.2,TE6,TE,Tampa Bay Buccaneers,,
ef1280e6-0471-46a0-b18a-78769b78fc9b,Darius,Slayton,57,9.2,WR24,WR,New York Giants,,
30f9c0da-5da4-4703-bc50-609c900895de,Sam,Darnold,57.6,17.6,QB9,QB,Seattle Seahawks,,
bfa468bb-9102-49fe-8283-41bb9428d26b,Colston,Loveland,57.6,7.7,TE7,TE,Chicago Bears,,
3e294ab5-b1c1-4ed0-bb5f-b2dab624fc2e,Aaron,Jones,58.3,8.8,RB18,RB,Minnesota Vikings,PROBABLE,
6932939e-f93e-4b6f-b5c1-541413d05d12,Parker,Washington,60.3,7.5,WR25,WR,Jacksonville Jaguars,,
4755a3a9-5875-4f3b-bb6a-0a1b5b6afd4e,Mark,Andrews,61.4,8.1,TE8,TE,Baltimore Ravens,,
8745e025-fe15-43d2-9f9c-37a3544abc86,Woody,Marks,62.5,10.9,RB19,RB,Houston Texans,,
b4fd3ea5-462a-49a5-9c51-9bf100e843d5,Marcus,Mariota,63.6,18,QB10,QB,Washington Commanders,,
93e0085d-a9a3-49d0-8b9a-5d5396e555ad,Theo,Johnson,65.1,7.7,TE9,TE,New York Giants,,
b191091a-a066-403e-941f-f4cbe742eb4e,J.J.,McCarthy,65.3,17.4,QB11,QB,Minnesota Vikings,,
ae66e2f6-7826-4207-a32c-e49297c281f1,Zach,Ertz,65.4,8.1,TE10,TE,Washington Commanders,,
b69a61d7-d769-40c3-afb6-3b0903b10dd7,DeMario,Douglas,66.1,6.6,WR26,WR,New England Patriots,,
320394f6-c862-4696-bd03-cca934301542,Juwan,Johnson,66.5,8.6,TE11,TE,New Orleans Saints,,
8cdc62c2-ab1b-4744-824d-c47a4fe7a3b6,Justin,Fields,67.1,18.5,QB12,QB,New York Jets,,
384ef53f-4043-4317-b8cd-f30b534b81ee,Alvin,Kamara,68,9.9,RB20,RB,New Orleans Saints,QUESTIONABLE,
f912d7bd-3969-4457-a39e-f05c2030e43b,Dalton,Schultz,68.7,7,TE12,TE,Houston Texans,,
4a0cca0d-4e51-465b-82af-015e0b03af61,Zach,Charbonnet,68.9,9.6,RB21,RB,Seattle Seahawks,,
7e2189bc-cfe7-4912-b19f-37c0c9fd09a5,Jacoby,Brissett,69,14.2,QB13,QB,Arizona Cardinals,,
495ee004-3805-4136-bc3c-ffca25643aff,Keon,Coleman,69.2,7.3,WR27,WR,Buffalo Bills,,
86ef7e36-9716-4898-8f18-26ad1593f0c7,Rashod,Bateman,69.4,7.5,WR28,WR,Baltimore Ravens,,
a23c6285-5af8-4677-89a5-aaeea4bb0fed,David,Njoku,69.7,6.5,TE13,TE,Cleveland Browns,,
76d09b96-23da-4aa6-8f6c-dbd8182bc0bf,Isaiah,Likely,70.2,4.8,TE14,TE,Baltimore Ravens,,
c30a3e8a-be84-4cad-8cc4-845f42f8f690,T.J.,Hockenson,70.3,7.4,TE15,TE,Minnesota Vikings,,
8da6d8d2-da72-4117-b6bd-899d3bd1d0f0,Jacory,Croskey-Merritt,70.3,9.9,RB22,RB,Washington Commanders,,
d9ace2ec-0112-442f-b9cc-1c64d4fa39d9,Jordan,Mason,70.3,7.5,RB23,RB,Minnesota Vikings,,
c9c55122-be55-4783-a724-03224ea0c07d,Jerry,Jeudy,70.5,7,WR29,WR,Cleveland Browns,,
7a204bd0-f840-4a1b-b111-fcf07ef99ae7,Mac,Jones,70.8,14.2,QB14,QB,San Francisco 49ers,,
f6d5b8ec-fb51-4831-8ea4-2118231d593b,Jalen,Coker,70.8,5.9,WR30,WR,Carolina Panthers,,
a463c0af-37e2-4b2f-8796-d49d561a3bcb,AJ,Barner,70.8,6.2,TE16,TE,Seattle Seahawks,QUESTIONABLE,
e39e91fa-2ed3-4b09-af78-022766306c2e,Harold,Fannin,70.9,7.4,TE17,TE,Cleveland Browns,QUESTIONABLE,
106e29fd-e4c6-45a4-b317-07a57dafd271,Kendrick,Bourne,71,7.6,WR31,WR,San Francisco 49ers,,
6af9d1da-0f86-4d03-ba56-40087f0b2df4,Davis,Mills,71.1,13.2,QB15,QB,Houston Texans,,
9283d3cb-35b9-4eb4-9910-a265ce097f09,Emari,Demercado,71.2,9.9,RB24,RB,Arizona Cardinals,,
3df05d38-bc1e-4087-9053-f73c618841dd,Taysom,Hill,71.2,5.9,TE18,TE,New Orleans Saints,,
c653d28b-a3fd-4d62-83cf-907440f80257,Mason,Taylor,71.2,6.6,TE19,TE,New York Jets,,
de74da85-ba30-4152-a8af-bc529834b705,Brock,Purdy,71.2,0,QB16,QB,San Francisco 49ers,QUESTIONABLE,
bdba2eb8-9928-4f0a-bd6d-1aebe3ba6b96,Olamide,Zaccheaus,71.3,7.1,WR32,WR,Chicago Bears,,
b4f930f9-24a5-4493-b87c-c2fed551cfbc,Sterling,Shepard,71.3,6.7,WR33,WR,Tampa Bay Buccaneers,,
0c8c47d2-19e3-4fe8-a01a-e89e58c32ec4,Chris,Rodriguez,71.3,4,RB25,RB,Washington Commanders,,
311f3e66-3b9c-4536-bf4c-d0bd3382541d,Dyami,Brown,71.4,5.1,WR34,WR,Jacksonville Jaguars,IN,
1e92d367-1020-4050-a51b-ae7b89eb7b1e,Trevor,Lawrence,71.4,16,QB17,QB,Jacksonville Jaguars,,
0eb59ea6-7808-480e-abab-29565b29301e,Jaylin,Lane,71.6,4.9,WR35,WR,Washington Commanders,,
2c4694e8-335a-4f67-8131-385662fa8596,Tory,Horton,71.7,0,WR36,WR,Seattle Seahawks,DOUBTFUL,
dba8301d-6139-4c02-9180-56b0335200a1,Bryce,Young,71.8,15.8,QB18,QB,Carolina Panthers,,
08962f4b-6a9b-469a-8c0a-7bd90100ba44,Devin,Singletary,71.8,8.7,RB26,RB,New York Giants,,
a4771725-5ce7-490a-a076-60ee624f5c15,Kyle,Williams,71.8,4.5,WR37,WR,New England Patriots,,
d6dc79d1-e4bf-445c-9fdd-ac706332092e,Elijah,Arroyo,71.8,3.9,TE21,TE,Seattle Seahawks,,
d1a0f370-f29d-4c23-95c7-2dd230074d42,Greg,Dulcich,71.8,3.6,TE20,TE,Miami Dolphins,,
6095f223-d705-4c38-8feb-1e1c28a2b435,Xavier,Legette,71.8,5.8,WR38,WR,Carolina Panthers,,
de2f76d6-3734-4c63-855a-b479a94d5eba,Sean,Tucker,71.8,6.4,RB27,RB,Tampa Bay Buccaneers,,
bd65c242-eaeb-4cca-a41b-f9b67c3a7c11,Tua,Tagovailoa,71.8,16.3,QB19,QB,Miami Dolphins,,
31b696c9-1851-4564-9a63-79447a7eb134,Tommy,Tremble,71.8,2.3,TE22,TE,Carolina Panthers,,
cc699834-f03a-4c4d-9622-c59e36838f06,Cooper,Kupp,71.9,7.2,WR39,WR,Seattle Seahawks,QUESTIONABLE,
843ab774-042b-4b97-b933-7c9e4c38b0bc,Tyler,Higbee,71.9,4.1,TE23,TE,Los Angeles Rams,,
92645a75-5ae6-4a83-9a31-637537470d3d,Terrell,Jennings,71.9,5.6,RB28,RB,New England Patriots,,
9b679bf8-bb2a-4c8d-acac-d5b92b86cb18,Tyler,Shough,71.9,14.5,QB20,QB,New Orleans Saints,,
078df686-51c1-41df-ac47-38a5c0256e1c,Christian,Kirk,71.9,7.2,WR40,WR,Houston Texans,,
1d293824-e0b4-4873-a4f2-486a9cc94a3e,Bam,Knight,71.9,7.1,RB29,RB,Arizona Cardinals,,
d0a4e0f8-803a-4063-b867-ca86228fe69e,Michael,Wilson,72,5.5,WR41,WR,Arizona Cardinals,,
c5b179ae-1dc5-466f-b522-8f6f0f47f51e,Dillon,Gabriel,72,14.1,QB21,QB,Cleveland Browns,,
ce55d320-db27-4abe-b618-e7e015bf32e9,Isaiah,Davis,72,6.1,RB30,RB,New York Jets,,
24047d0a-c57a-4fcc-9143-449684f9058b,Tyler,Johnson,72,3,WR43,WR,New York Jets,,
beb12f53-5fff-4e6e-8e3d-0e0312075faa,Luther,Burden,72,2.2,WR42,WR,Chicago Bears,IN,
e4797ed9-33b0-4675-9284-a23588f684ea,Terrance,Ferguson,72,1.6,TE24,TE,Los Angeles Rams,,
d9388e86-5221-485b-bb4d-1895642b475c,Isaac,TeSlaa,72,1,WR44,WR,Detroit Lions,,
31b6624e-ee88-4455-8e0f-83f88f2d3dfe,Devaughn,Vele,72,5.7,WR46,WR,New Orleans Saints,,
ce312a2c-8398-4e27-b63a-f59be796d81c,Ryan,Miller,72,1.7,WR45,WR,Tampa Bay Buccaneers,,
705425b8-18c8-4a0d-a0da-5cec91aa0805,Malik,Washington,72,7.2,WR47,WR,Miami Dolphins,,
d18e368a-d5aa-49c3-93bd-c69123fbb5a0,Devin,Neal,72,5.6,RB31,RB,New Orleans Saints,,
2353e82f-eb28-4f8c-9cec-94e9e86547bb,DeAndre,Hopkins,72,3.8,WR48,WR,Baltimore Ravens,,
346ee5fc-8393-43d3-b970-73a0611764d2,Daniel,Bellinger,72,1.9,TE25,TE,New York Giants,IN,
e00005ce-0152-4aa8-8071-fef1eaf70e28,Rashid,Shaheed,,8.6,WR24,WR,New Orleans Saints,OUT,
f6af5bd7-ff21-4afe-bbfe-d1c41994cf2b,Nick,Chubb,,6.6,RB32,RB,Houston Texans,IN,
c34fe748-cbf6-446e-b632-722d6ce1cfc4,Cedric,Tillman,,6.3,WR48,WR,Cleveland Browns,PROBABLE,
d20a1f20-965a-4ff5-a04e-70b7bd99b5e9,Bhayshul,Tuten,,5.7,RB33,RB,Jacksonville Jaguars,,
81bc1ccc-5fbd-47e3-a84e-aaf499f2c735,Chris,Moore,,5.6,,WR,Washington Commanders,,
c5a66484-33aa-4a45-8569-e2089de15260,Brandin,Cooks,,5.5,,WR,New Orleans Saints,,
4ea75431-4287-4abb-842d-deb69db5ed13,Jeremy,McNichols,,5.4,RB31,RB,Washington Commanders,,
98310327-4471-4dbd-9411-a2f7e21ad5ab,Mack,Hollins,,5.2,,WR,New England Patriots,,
7db36679-84fe-42ae-bfbc-914827301e36,Chuba,Hubbard,,5.1,RB33,RB,Carolina Panthers,,
01b3005f-ab79-4ce1-9b15-274b37e1eab5,Johnny,Mundt,,5.1,,TE,Jacksonville Jaguars,,
46b5168e-cb56-45a8-8232-fdb4ad54e12f,Blake,Corum,,4.7,RB34,RB,Los Angeles Rams,,
8071f5c4-de9e-4e32-ac96-9d49b94de6e2,Nick,Westbrook-Ikhine,,4.7,WR36,WR,Miami Dolphins,,
2f6162d3-8aff-45c2-83ac-df9eb07f78e3,Ollie,Gordon,,4.7,RB27,RB,Miami Dolphins,QUESTIONABLE,
8f363a48-21d7-4ddb-a68a-22801afd093a,Jerome,Ford,,4.6,,RB,Cleveland Browns,,
e534f31e-a66d-4173-9a89-58df32dc92d4,Joshua,Palmer,,4.5,,WR,Buffalo Bills,QUESTIONABLE,
926af2a6-9c5f-4d84-9f1b-c0abac0b0e38,Ja'Tavion,Sanders,,4.5,,TE,Carolina Panthers,,
af5bd6d9-468f-4e52-a361-ce019d56f304,Justice,Hill,,4.3,,RB,Baltimore Ravens,,
676a9dab-8726-4357-a4e4-da834c46cf26,Zay,Jones,,4.1,,WR,Arizona Cardinals,,
ceb25657-da97-46eb-90b8-9c420dc8b9f1,Tim,Patrick,,4,,WR,Jacksonville Jaguars,,
c49ddeee-0d97-4cd3-ae57-2fe11c455bed,Jordan,Whittington,,3.8,,WR,Los Angeles Rams,QUESTIONABLE,
215d7171-d3b1-47e1-af71-fb05117f98d7,Jalen,Nailor,,3.8,WR40,WR,Minnesota Vikings,,
99ae0b93-bf5c-4788-81ae-40b1013cdc6f,Dawson,Knox,,3.7,TE20,TE,Buffalo Bills,,
1fa64551-41b1-4a1c-b25b-f7a1898a51d9,Ty,Johnson,,3.6,,RB,Buffalo Bills,,
9d44981b-c119-4f10-8653-19680f67862a,Ray-Ray,McCloud III,,3.5,,WR,New York Giants,,
73471f37-9400-4fd4-be4f-104731204aaf,Dylan,Sampson,,3.4,RB34,RB,Cleveland Browns,,
c4142fff-1989-435d-a583-d61bd7648092,Treylon,Burks,,3.4,,WR,Washington Commanders,,
676ed7fd-bdcd-4b4f-b3f3-0f877d803715,Keaton,Mitchell,,3.2,RB30,RB,Baltimore Ravens,,
992a319d-bfdc-4577-9a58-6a468bc243bc,Demarcus,Robinson,,3.1,,WR,San Francisco 49ers,,
b2043525-a65d-4720-8fa4-1643d871a056,Austin,Hooper,,3.1,TE20,TE,New England Patriots,,
fdb850dc-b2f0-4bed-ab66-4470d9bcef97,Jamari,Thrash,,3.1,,WR,Cleveland Browns,,
2293f0c6-5c7a-4dc3-9347-fe15a7fd204c,Xavier,Hutchinson,,3,,WR,Houston Texans,,
2b6f3f74-af86-4548-a896-a129a3dfa184,Julian,Hill,,3,,TE,Miami Dolphins,QUESTIONABLE,
aec79558-93cd-478e-825c-0758ca8aee2d,Kalif,Raymond,,2.9,,WR,Detroit Lions,,
d76f8e2c-fd0d-4324-8e24-31c7eb1e9696,Ray,Davis,,2.7,RB26,RB,Buffalo Bills,,
8eddeee7-437b-4ae4-ba32-4af1a1cac6f0,Tylan,Wallace,,2.7,,WR,Baltimore Ravens,,
3dfa41ee-0eaa-49ab-ab88-c0ae24b9997b,Curtis,Samuel,,2.6,,WR,Buffalo Bills,,
95df7f10-5c3b-4264-90c4-1f4870f23ef2,Jayden,Higgins,,2.6,,WR,Houston Texans,,
24e7cdfe-2fd2-46e9-9ae2-a5bef8de3b50,Brian,Robinson,,2.5,,RB,San Francisco 49ers,,
7223eef3-1be4-4ab1-b9af-b46cd672ede0,Greg,Dortch,,2.4,,WR,Arizona Cardinals,,
ec058bc4-4bbd-4995-8f6d-a7580f28ad2d,Cedrick,Wilson,,2.4,,WR,Miami Dolphins,,
cfedcd38-488a-4181-97fb-6bc41df82813,Elijah,Higgins,,2.4,TE24,TE,Arizona Cardinals,,
55f81764-31f7-4336-a809-da096c776293,Elijah,Moore,,2.3,WR31,WR,Buffalo Bills,,
0729e79d-a4bd-4943-b071-5d971c03e1be,LeQuint,Allen,,2.3,,RB,Jacksonville Jaguars,,
1c97eb9d-5a10-41f7-ab45-0a1804dd52e4,Gunner,Olszewski,,2.1,,WR,New York Giants,,
64c0a740-a8d0-4157-98de-53e0bbabc7c8,Cody,White,,2.1,,WR,Seattle Seahawks,,
08eb4ff3-efce-4883-b160-15ad479e71d2,Jimmy,Horn,,2.1,,WR,Carolina Panthers,,
c002e812-5228-426c-9db5-f62b9f321e08,Tyrell,Shavers,,2,,WR,Buffalo Bills,,
5d89a8ce-7f7b-45d1-8196-5e9da3dbe234,Michael,Carter,,1.7,RB34,RB,Arizona Cardinals,,
2cf45e9e-39d9-436f-a70c-79f598d4d0f1,Kameron,Johnson,,1.7,WR41,WR,Tampa Bay Buccaneers,,
a327d26f-429b-4243-85c0-e9cb1d1ce3f6,Cole,Kmet,,1.7,,TE,Chicago Bears,IN,
c9b8ac20-e2c0-4ee4-bce3-9af12c13d05d,Xavier,Smith,,1.7,,WR,Los Angeles Rams,,
952c4c7e-f060-485b-b302-76251cb67239,Jaylen,Wright,,1.7,RB31,RB,Miami Dolphins,,
ed4bf45d-5fc7-45d5-8f29-e0c2022ac748,Alec,Ingold,,1.7,,RB,Miami Dolphins,,
b2165bfa-5ef6-4e7b-b9d8-98a9d3a70e2c,John,Bates,,1.5,,TE,Washington Commanders,,
aec4626b-24fe-4aa1-b526-1f97fc74939d,Jaylin,Noel,,1.5,,WR,Houston Texans,,
e734787e-e9db-4f43-84d7-4bf22b43e629,Davis,Allen,,1.5,TE21,TE,Los Angeles Rams,,
33008cba-af7f-44c8-86a8-75b2124a269f,Jeremy,Ruckert,,1.4,,TE,New York Jets,,
1c3dc2e7-c169-43f7-8c35-d929e852ea1d,Quintin,Morris,,1.4,,TE,Jacksonville Jaguars,,
657e8470-2c5c-44c7-b622-db8e41cf80e8,Mitchell,Evans,,1.3,,TE,Carolina Panthers,,
70ea3bf0-2b51-47df-8659-1192932d2d67,Allen,Lazard,,1.3,,WR,New York Jets,,
b78bc5c3-28e9-4690-8abb-04a40c41cb08,Ben,Sinnott,,1.3,,TE,Washington Commanders,,
7f7e2894-474e-4ee2-b1d7-2aa9de64ea99,Jalin,Hyatt,,1.3,,WR,New York Giants,,
e1f26113-f1f1-405b-b01d-95a432d04ee0,Jake,Tonges,,1.3,,TE,San Francisco 49ers,,
549080e4-444b-4da2-a86a-3314d7d497b4,Brock,Wright,,1.2,,TE,Detroit Lions,,
e4e7b61d-6e4a-42fa-b2a7-cf0aac53ccf8,Kyle,Juszczyk,,1.2,,RB,San Francisco 49ers,,
4d0f37ef-b706-4472-99b7-3830787e1f35,Adam,Thielen,,1.2,,WR,Minnesota Vikings,,
3b0e7416-a8fb-4f89-96ad-56d7318d082e,Charlie,Kolar,,1.1,,TE,Baltimore Ravens,,
dca7a5c1-9f2e-42cc-962e-72395aaca3ce,Devontez,Walker,,1.1,,WR,Baltimore Ravens,,
4c726446-1860-4d48-929b-23e2a4e952aa,Harrison,Bryant,,1.1,,TE,Houston Texans,QUESTIONABLE,
8fb29f97-360c-4e85-9366-c3299317cf3d,Ben,Yurosek,,1,TE22,TE,Minnesota Vikings,,
71e7009f-3101-4463-81f0-fc751491398c,Isaiah,Williams,,1,,WR,New York Jets,,
af3179c8-2350-495e-9b1b-b1544d6a219a,Colby,Parkinson,,1,TE24,TE,Los Angeles Rams,,
07a18b88-2a36-4ab9-bc35-837f9f7d2cc8,Austin,Trammell,,0.9,,WR,Jacksonville Jaguars,,
5d613f61-7066-4828-9b7d-099a6c95e1da,Payne,Durham,,0.9,,TE,Tampa Bay Buccaneers,,
10a35af6-a275-4782-872f-dc2548f94b24,Dare,Ogunbowale,,0.8,,RB,Houston Texans,,
ef62d4c6-c697-4cf7-ad9e-a6d09dc579f7,Arian,Smith,,0.8,,WR,New York Jets,,
2403abc5-3018-4d2b-a639-98e6aa3db54a,John,Metchie III,,0.8,,WR,New York Jets,,
739b3d8f-4428-4cc1-9eb8-fc6375535d6f,Foster,Moreau,,0.8,,TE,New Orleans Saints,,
43a732c9-f332-4da3-a639-c9cb8495aa3f,Jordan,Watkins,,0.7,WR45,WR,San Francisco 49ers,,
30644fab-f336-45b1-bde9-92004b679cdb,Trevor,Etienne,,0.7,,RB,Carolina Panthers,,
dfd0f21a-b8e2-4e27-b6f0-73e0bf2a6993,Skyy,Moore,,0.7,,WR,San Francisco 49ers,,
5e4152ec-3ca7-4a36-b83d-b9154ca35882,Malachi,Corley,,0.7,,WR,Cleveland Browns,,
0bafa740-91c2-4374-b6df-637e53167543,Jackson,Hawes,,0.7,,TE,Buffalo Bills,,
759bb2f9-10d6-46ed-b840-999de9be7ba6,Chris,Manhertz,,0.7,,TE,New York Giants,,
247b5324-b3a6-48d8-afc1-ec48e7522bf2,Efton,Chism,,0.6,,WR,New England Patriots,,
e76664da-3674-4b55-8f46-679f8730c333,C.J.,Ham,,0.6,,RB,Minnesota Vikings,,
68b085c1-8a21-476f-85c5-f292744e104b,Brycen,Tremayne,,0.6,,WR,Carolina Panthers,QUESTIONABLE,
a0641cb7-eeb1-48a7-a66d-b1ef6a4d04f5,Blake,Whiteheart,,0.6,,TE,Cleveland Browns,,
32011513-6edb-4660-86e9-6baf7994ba0e,Josh,Williams,,0.6,RB28,RB,Tampa Bay Buccaneers,,
e94f8f31-e216-4f47-8116-13cd79908b91,George,Holani,,0.6,,RB,Seattle Seahawks,,
02ef085a-375a-42a4-8ccb-4160cf079346,Luke,Farrell,,0.6,,TE,San Francisco 49ers,,
4d7213df-457b-4151-825f-ef83aca1c28c,Stone,Smartt,,0.6,,TE,New York Jets,,
029dec33-a406-4401-8068-572a7c402a2e,Craig,Reynolds,,0.5,,RB,Detroit Lions,QUESTIONABLE,
17d6c9fb-0296-48be-ac63-b551f4bfa8b5,Brittain,Brown,,0.5,,RB,Chicago Bears,,
d9aba5f2-6111-423f-aa4e-05f0690d8457,Ross,Dwelley,,0.4,,TE,Detroit Lions,,
56d2dcc3-c478-4aaa-8ee7-e887436d4652,Tim,Jones,,0.4,,WR,Jacksonville Jaguars,,
40e2ce37-db03-4127-882e-4db0c73dc9a8,Isaac,Guerendo,,0.3,,RB,San Francisco 49ers,,
8d5af21c-6422-4592-aff4-10393c0777c9,Jarquez,Hunter,,0.3,,RB,Los Angeles Rams,,
cda1ac81-4141-42cb-84dd-e6ba516e65fc,Devin,Culp,,0.3,,TE,Tampa Bay Buccaneers,,
2921bc12-50d8-4495-82a9-d6f524fa7dd7,Roschon,Johnson,,0.2,,RB,Chicago Bears,,
3ac3c87d-f6a1-4f76-aceb-a8e3b289ed9d,Patrick,Ricard,,0.2,,RB,Baltimore Ravens,,
68460042-493a-44dc-8234-0a7fcf84afae,Devin,Duvernay,,0.2,,WR,Chicago Bears,,
271c96ce-bf52-4a1d-9f7d-3b7ed2a6032d,Durham,Smythe,,0.2,,TE,Chicago Bears,QUESTIONABLE,
