id,firstName,lastName,adp,projectedPoints,positionRank,slotName,teamName,lineupStatus,byeWeek
396a9b96-6344-4ddf-a2f4-4898587c9d66,Sione,Vaki,,0.2,RB29,RB,Detroit Lions,,
98059544-7bdb-4ce1-be49-d386dde43c02,Khalil,Herbert,,0.2,,RB,New York Jets,,
65707961-6395-4569-922f-7216e85db8b8,Dameon,Pierce,,0.1,,RB,Houston Texans,,
51a9d1bb-aabf-4886-b52e-40e25d74e848,Kene,Nwangwu,,0.1,RB31,RB,New York Jets,,
7684e175-1d09-4bdd-9452-eea37f365292,Hunter,Renfrow,,0.1,,WR,Carolina Panthers,,
f3b9d232-e65a-4a6f-ab83-5ba26d1bcfee,Cody,Schrader,,0.1,,RB,Jacksonville Jaguars,,
132c42b0-7be4-4445-a471-5f4479719c49,Jelani,Woods,,0.1,,TE,New York Jets,,
fce18e67-188f-4747-ae7e-83625887965f,Josiah,Deguara,,0.1,,TE,Arizona Cardinals,,
4af8c443-6f52-4d44-bc6f-202ed27896c0,Jordan,James,,0.1,,RB,San Francisco 49ers,,
ae4a36c6-0dea-4558-83ae-69826aa137a1,Ronnie,Rivers,,0.1,,RB,Los Angeles Rams,,
1caed60f-1e9b-4d12-8ae3-74182345a2cd,Braxton,Berrios,,0,,WR,Houston Texans,,
6ce874ea-b61c-4cc8-823c-8cb15a552e9c,Tai,Felton,,0,,WR,Minnesota Vikings,,
0a11b8fc-e5ba-47b5-b2bf-24e1c268e36e,LaJohntay,Wester,,0,,WR,Baltimore Ravens,,
a3cb5ee7-eb71-4b56-92d1-0aad4764bcde,British,Brooks,,0,RB31,RB,Houston Texans,,
5d598d86-5688-4c85-bcfd-b7766635560e,Raheim,Sanders,,0,,RB,Cleveland Browns,,
70a4e411-23e6-411f-98aa-761090997956,Rasheen,Ali,,0,,RB,Baltimore Ravens,,
5fd70bc2-2c85-430f-9b89-e2305c070e37,Kayshon,Boutte,,0,WR33,WR,New England Patriots,OUT,
62c05c40-e14c-4f06-9423-b02a6596e348,Brenton,Strange,,0,,TE,Jacksonville Jaguars,OUT,
644fcfb0-f515-4c0a-889e-36c465be873c,Andy,Dalton,,0,,QB,Carolina Panthers,,
69205ef5-e45a-44cf-8ab7-edd78761dabc,Braelon,Allen,,0,,RB,New York Jets,OUT,
6e88bac2-e722-44da-b28c-605aa5fd8d4f,Zach,Wilson,,0,,QB,Miami Dolphins,,
70371799-ddc0-49ea-a561-01907948df51,Trey,Benson,,0,,RB,Arizona Cardinals,OUT,
71ace81f-63fa-413f-91d8-a08981fceeb9,Mike,White,,0,,QB,Carolina Panthers,,
72e28579-4ae1-4692-b548-357bf5e3c5b3,Kyler,Murray,,0,QB18,QB,Arizona Cardinals,OUT,
761480f9-d841-4bde-88f7-e7157b1fb6e4,Trey,Palmer,,0,,WR,New Orleans Saints,OUT,
77705832-6a93-4178-9ff7-4cb0f78a4ebc,Austin,Ekeler,,0,,RB,Washington Commanders,OUT,
778be470-ec28-448d-9341-d91cd4b74b09,Noah,Brown,,0,,WR,Washington Commanders,OUT,
7cedf6fe-efc2-4160-9665-27ed43c14c43,Kendre,Miller,,0,,RB,New Orleans Saints,OUT,
7d69fc2e-a1aa-4d66-b54a-282ff4fc7924,Eric,Saubert,,0,,TE,Seattle Seahawks,OUT,
7f0b4d04-0171-4ecd-bbc2-a28ba6dc649d,Kyle,Allen,,0,,QB,Detroit Lions,,
8018c90a-9b36-4714-92bc-fea38feeeb66,Travis,Hunter,,0,,WR,Jacksonville Jaguars,OUT,
857838d6-c1b8-4a64-b0d6-9f6f23982a48,Tyler,Huntley,,0,,QB,Baltimore Ravens,,
8aa5b12d-dbd8-4523-8f03-357ccf14c308,Lan,Larison,,0,,RB,New England Patriots,OUT,
8e4dea43-0978-487d-8a73-4e7f99e53976,Quinn,Ewers,,0,,QB,Miami Dolphins,,
8fdd07bf-479a-425c-9e5a-240e581a0797,Jameis,Winston,,0,,QB,New York Giants,,
8ff3fa27-7ee7-4ba4-8c34-6d5e5c9e8d53,Rhamondre,Stevenson,,0,RB25,RB,New England Patriots,OUT,
966fa54a-afb9-477c-b3aa-37e2d8bbaf9b,C.J.,Stroud,,0,QB18,QB,Houston Texans,OUT,
99b93c8a-e922-4321-a053-76f7274d3083,Josh,Johnson,,0,,QB,Washington Commanders,,
9a53410e-80b3-490d-a21f-52b7e93e159b,Tanner,Conner,,0,,TE,,,
9aa50d34-2160-4bdb-8522-c87057035303,Jonathon,Brooks,,0,,RB,Carolina Panthers,OUT,
9af54dae-02cf-43dd-a56a-2c5cefab8833,Joe,Mixon,,0,,RB,Houston Texans,OUT,
9d867aa0-a9e6-4c56-b371-0e6e37d8f48f,Beaux,Collins,,0,,WR,New York Giants,OUT,
9d99a7f6-1691-44e1-b31b-66e165953cc9,Eric,Gray,,0,,RB,New York Giants,OUT,
a48103dd-d946-4572-b785-a6d0d075218b,Ty,Chandler,,0,,RB,Minnesota Vikings,OUT,
a9fc2cf7-6fdd-4ee5-87b9-81505864a374,Bub,Means,,0,,WR,New Orleans Saints,OUT,
aa290700-20fc-4486-9640-c492793baf89,Tyson,Bagent,,0,,QB,Chicago Bears,,
aadc2a40-46a5-431e-bc65-082e8e5a5382,Dee,Eskridge,,0,,WR,Miami Dolphins,OUT,
ac2b16c5-f187-4ea5-899a-6e8d7d28882f,Brevin,Jordan,,0,,TE,Houston Texans,OUT,
acf0d4af-1060-4437-b54d-06e5ba2da035,Shedeur,Sanders,,0,,QB,Cleveland Browns,,
ad33e51c-b278-4739-be7e-b695cff3bcb4,Tyrod,Taylor,,0,,QB,New York Jets,IN,
af2bad6b-1221-4245-8b07-ad6b74d6d85d,Justin,Watson,,0,,WR,Houston Texans,OUT,
b05ff9d7-6135-44b1-8649-5279e5624afd,Zavier,Scott,,0,,RB,Minnesota Vikings,,
b0be3518-dc5f-489a-81ca-23a7bd53bb2b,Josh,Reynolds,,0,,WR,New York Jets,OUT,
b20565e7-5a29-44e8-acf2-5bb6b3eaa3cb,Teddy,Bridgewater,,0,,QB,Tampa Bay Buccaneers,,
b4e2e4ce-3a1e-4813-be4a-1968ac0110af,Mike,Evans,,0,,WR,Tampa Bay Buccaneers,OUT,
b51443d5-afb0-4469-a735-35d04621e25c,Bucky,Irving,,0,RB18,RB,Tampa Bay Buccaneers,OUT,
b7e8e8b1-bcb8-4bb0-8376-accc96305358,Cooper,Rush,,0,,QB,Baltimore Ravens,,
bc270781-e316-4444-a4b9-b7a570c02cd4,Cade,Stover,,0,,TE,Houston Texans,OUT,
c3a60723-a2cb-44bb-a6a5-6f8b20d06035,Joshua,Dobbs,,0,,QB,New England Patriots,,
c52f0569-085c-41e0-98d9-7a35247351a1,Jayden,Daniels,,0,QB3,QB,Washington Commanders,OUT,
ccf11936-585d-4aac-af8b-c75b035a3569,Brandon,Aiyuk,,0,,WR,San Francisco 49ers,OUT,
ccf1994b-8d40-440e-aed1-d9bededdb003,Jimmy,Garoppolo,,0,,QB,Los Angeles Rams,,
cfb65e9e-4b25-4c35-90be-4fd737cf287a,Alexander,Mattison,,0,,RB,Miami Dolphins,OUT,
d14d3499-eb56-4941-8985-96cdc5c0a32f,DeAndre,Carter,,0,,WR,Cleveland Browns,OUT,
d4fa380e-0502-4add-8eee-7b732606544d,Kenny,McIntosh,,0,,RB,Seattle Seahawks,OUT,
d8be3679-fa0f-4a69-a662-ac3a9903bc7c,Travis,Homer,,0,,RB,Chicago Bears,,
d8c900b6-b66b-420f-9e02-d87290c3f6a8,Brian,Thomas,,0,WR29,WR,Jacksonville Jaguars,OUT,
e4d50320-8588-40bd-8d09-aab341f44d9b,D'Ernest,Johnson,,0,,RB,New England Patriots,,
e5f6d31e-37e3-44bf-8cb5-a946fe79cf94,Kenny,Yeboah,,0,,TE,,QUESTIONABLE,
e6921b57-db82-401a-86a2-adb15c6d2408,Ko,Kieft,,0,,TE,Tampa Bay Buccaneers,OUT,
e70e5fb6-117b-4fcd-bf85-229fa2e4ac49,Tyreek,Hill,,0,,WR,Miami Dolphins,OUT,
f29ee350-acc9-4ce3-a3d4-f6475c8d8a97,Tutu,Atwell,,0,,WR,Los Angeles Rams,OUT,
f5b0b7f5-f7e4-493e-b754-69eea96195b6,James,Conner,,0,,RB,Arizona Cardinals,OUT,
f7c60434-9e9b-4eae-b252-031d4f7e41f3,Shane,Zylstra,,0,,TE,Detroit Lions,OUT,
f894eb19-cd24-4135-bb8b-6a2a926195ea,Lil'Jordan,Humphrey,,0,,WR,New York Giants,,
fcebaf8f-e5cc-44c1-880e-4f2294d190bd,Spencer,Rattler,,0,,QB,New Orleans Saints,,
02857ded-dac1-4ff2-820c-94fd7461a1d6,David,Moore,,0,,WR,Carolina Panthers,OUT,
0537f124-ba15-4365-94e6-d7e901120a84,Luke,McCaffrey,,0,,WR,Washington Commanders,OUT,
053dee47-59ea-49eb-b5a0-5514f787b362,Isaiah,Bond,,0,,WR,Cleveland Browns,OUT,
079a19b7-84f5-4703-9f74-7a96b2ec28d4,Chris,Godwin,,0,WR50,WR,Tampa Bay Buccaneers,OUT,
09632c01-48b1-4039-b691-e4e4e4b66b5f,Russell,Gage,,0,,WR,San Francisco 49ers,,
096d9961-e9fd-4037-97f0-725578872941,Josh,Oliver,,0,,TE,Minnesota Vikings,OUT,
0a0ab3fd-5e7d-4e8b-ac4e-befabea258a6,Cam,Akers,,0,,RB,Minnesota Vikings,,
0a7d4648-d975-46c8-a0b1-d9281a079895,Nick,Mullens,,0,,QB,Jacksonville Jaguars,,
0baa699e-9f9e-44e4-a513-1bf8ee38eb50,Cam,Skattebo,,0,,RB,New York Giants,OUT,
0e41da1f-7dd4-4ea2-8cd2-ef8be9d5c00b,Ricky,White,,0,,WR,Seattle Seahawks,,
0ff31c5c-e4bc-4fa2-8cb9-5b96abf72a7d,Jalen,Milroe,,0,,QB,Seattle Seahawks,,
10cdd625-e329-46a8-b2ac-f2e4727ee0fc,Drew,Lock,,0,,QB,Seattle Seahawks,,
10ce6511-aa7a-44d4-99cb-a5b7993325f6,Jake,Bobo,,0,,WR,Seattle Seahawks,OUT,
118c7611-64af-4fdb-b947-81f6a2fc642b,Jack,Stoll,,0,,TE,New Orleans Saints,QUESTIONABLE,
12b430ad-5c31-417e-b0fc-9ed126c565b6,Tank,Dell,,0,,WR,Houston Texans,OUT,
1581db00-1ce6-41f4-b01f-33f9bbabd88d,Stetson,Bennett,,0,,QB,Los Angeles Rams,,
17431a56-ec71-4351-b487-cca697740867,Darren,Waller,,0,,TE,Miami Dolphins,OUT,
176a650e-69c2-4312-9560-ec11fe32e497,Tip,Reiman,,0,,TE,Arizona Cardinals,OUT,
1786c08a-84a6-4445-86fb-c855a017593d,Nick,Vannett,,0,,TE,Minnesota Vikings,,
187dc796-9f2d-457a-a32b-aae46831aca3,Hunter,Long,,0,,TE,Jacksonville Jaguars,OUT,
19c693c0-5f2f-4fb1-b674-9af31878fe83,Ja'Lynn,Polk,,0,,WR,New Orleans Saints,OUT,
1a7ff357-510b-4c3e-ada1-9012fcb5f56e,Deshaun,Watson,,0,,QB,Cleveland Browns,OUT,
206a728c-f4cf-4efd-9dbd-e0b8e6a62852,Tommy,DeVito,,0,,QB,New England Patriots,,
21199f9a-7b66-4d1a-99a5-124f08a9b5ba,Russell,Wilson,,0,QB17,QB,New York Giants,,
2411c7fe-ce93-4580-bd66-cb105036e96b,Mitchell,Trubisky,,0,,QB,Buffalo Bills,,
289f9744-5451-4fdb-8462-9fec96c15cf3,Malik,Nabers,,0,,WR,New York Giants,OUT,
2d12f8fb-05ef-483d-9b29-fa46f154c7a5,Rondale,Moore,,0,,WR,Minnesota Vikings,OUT,
3025c1b5-2889-48a2-83f2-395114dfb6a7,Jalen,McMillan,,0,,WR,Tampa Bay Buccaneers,OUT,
3cf04082-b4bc-4f73-a123-f7d0e99a8da2,Ricky,Pearsall,,0,,WR,San Francisco 49ers,OUT,
46506f3d-91e7-4084-9f85-e702451c856a,Patrick,Taylor,,0,,RB,San Francisco 49ers,OUT,
470f152f-09c7-4668-a0ce-ace9fb994849,Terry,McLaurin,,0,WR46,WR,Washington Commanders,OUT,
4e94eab4-e276-48d3-a538-87cb00026243,Antonio,Gibson,,0,,RB,New England Patriots,OUT,
51c39d85-7bc6-4e42-b64f-a1a2ee0b0706,Jacob,Cowing,,0,,WR,San Francisco 49ers,OUT,
51ea2c4c-1736-4c5d-8e1a-ff7543bfe5e9,Case,Keenum,,0,,QB,Chicago Bears,,
560f298b-4086-40c7-a771-9caa3dc4caa5,Carson,Wentz,,0,,QB,Minnesota Vikings,OUT,
