Draft,Team,Pick,Player,Position,NFL_Team,User,Fantasy QB,QB Team,Stacked,DBL Stack,QB Stack,Opponent,Double Run,Runback
3,6,54,Trevor Lawrence,QB,Jacksonville Jaguars,ROHINM,Trevor Lawrence,Jacksonville Jaguars,1,1,1,Las Vegas Raiders,1,1
3,7,55,Caleb Williams,QB,Chicago Bears,TUBINIS2121,Caleb Williams,Chicago Bears,1,2,1,Cincinnati Bengals,0,0
3,8,56,Khalil Shakir,WR,Buffalo Bills,LENKEITH,Patrick Mahomes,Kansas City Chiefs,0,,,Kansas City Chiefs,1,1
3,9,57,Jared Goff,QB,Detroit Lions,BUSTERSBOYS,Jared Goff,Detroit Lions,1,2,1,Minnesota Vikings,0,0
3,10,58,Kyle Pitts,TE,Atlanta Falcons,GOAZCARDS,Drake Maye,New England Patriots,0,,,New England Patriots,2,1
3,11,59,Travis Kelce,TE,Kansas City Chiefs,DRAPP,Matthew Stafford,Los Angeles Rams,0,,,Buffalo Bills,1,1
3,12,60,Dalton Kincaid,TE,Buffalo Bills,CHRISTIAN,Josh Allen,Buffalo Bills,1,,,Kansas City Chiefs,0,0
3,12,61,Wan'Dale Robinson,WR,New York Giants,CHRISTIAN,Josh Allen,Buffalo Bills,0,,,San Francisco 49ers,0,0
3,11,62,Matthew Stafford,QB,Los Angeles Rams,DRAPP,Matthew Stafford,Los Angeles Rams,1,1,1,New Orleans Saints,0,0
3,10,63,Kayshon Boutte,WR,New England Patriots,GOAZCARDS,Drake Maye,New England Patriots,1,,,Atlanta Falcons,1,1
3,9,64,Jameson Williams,WR,Detroit Lions,BUSTERSBOYS,Jared Goff,Detroit Lions,1,,,Minnesota Vikings,0,0
3,8,65,Jauan Jennings,WR,San Francisco 49ers,LENKEITH,Patrick Mahomes,Kansas City Chiefs,0,,,New York Giants,0,0
3,7,66,Colston Loveland,TE,Chicago Bears,TUBINIS2121,Caleb Williams,Chicago Bears,1,,,Cincinnati Bengals,0,0
3,6,67,Hunter Henry,TE,New England Patriots,ROHINM,Trevor Lawrence,Jacksonville Jaguars,0,,,Atlanta Falcons,0,0
3,5,68,Juwan Johnson,TE,New Orleans Saints,NF42,Daniel Jones,Indianapolis Colts,0,,,Los Angeles Rams,0,0
3,4,69,Joe Flacco,QB,Cincinnati Bengals,MAYORMCSHI,Joe Flacco,Cincinnati Bengals,1,1,1,Chicago Bears,0,0
3,3,70,Jaxson Dart,QB,New York Giants,FULLYLOADED,Jaxson Dart,New York Giants,1,0,0,San Francisco 49ers,0,0
3,2,71,Aaron Rodgers,QB,Pittsburgh Steelers,PATRICKBARN,Aaron Rodgers,Pittsburgh Steelers,1,1,1,Indianapolis Colts,1,1
3,1,72,Alvin Kamara,RB,New Orleans Saints,KRUTCHES93,Justin Herbert,Los Angeles Chargers,0,,,Los Angeles Rams,0,0
4,1,1,Jonathan Taylor,RB,Indianapolis Colts,BRADC,Bo Nix,Denver Broncos,0,,,Pittsburgh Steelers,0,0
4,2,2,Christian McCaffrey,RB,San Francisco 49ers,LEE121503,Justin Herbert,Los Angeles Chargers,0,,,New York Giants,1,1
4,3,3,Jahmyr Gibbs,RB,Detroit Lions,KCPOLACK,Jaxson Dart,New York Giants,0,,,Minnesota Vikings,1,1
4,4,4,Bijan Robinson,RB,Atlanta Falcons,FULLYLOADED,Matthew Stafford,Los Angeles Rams,0,,,New England Patriots,0,0
4,5,5,Ja'Marr Chase,WR,Cincinnati Bengals,JOKAH03,Brock Purdy,San Francisco 49ers,0,,,Chicago Bears,0,0
4,6,6,Puka Nacua,WR,Los Angeles Rams,BUSTERSBOYS,Caleb Williams,Chicago Bears,0,,,New Orleans Saints,0,0
4,7,7,Josh Jacobs,RB,Green Bay Packers,LINEOFSCRIM,Daniel Jones,Indianapolis Colts,0,,,Carolina Panthers,1,1
4,8,8,Rashee Rice,WR,Kansas City Chiefs,DRAPP,Patrick Mahomes,Kansas City Chiefs,1,,,Buffalo Bills,0,0
4,9,9,Josh Allen,QB,Buffalo Bills,WETLIKEIMBO,Josh Allen,Buffalo Bills,1,0,0,Kansas City Chiefs,0,0
4,10,10,Amon-Ra St. Brown,WR,Detroit Lions,KRUTCHES93,Drake Maye,New England Patriots,0,,,Minnesota Vikings,0,0
4,11,11,Justin Jefferson,WR,Minnesota Vikings,NF42,Trevor Lawrence,Jacksonville Jaguars,0,,,Detroit Lions,0,0
4,12,12,Kyren Williams,RB,Los Angeles Rams,PATRICKBARN,Jordan Love,Green Bay Packers,0,,,New Orleans Saints,1,1
4,12,13,James Cook,RB,Buffalo Bills,PATRICKBARN,Jordan Love,Green Bay Packers,0,,,Kansas City Chiefs,1,1
4,11,14,Kimani Vidal,RB,Los Angeles Chargers,NF42,Trevor Lawrence,Jacksonville Jaguars,0,,,Tennessee Titans,0,0
4,10,15,D'Andre Swift,RB,Chicago Bears,KRUTCHES93,Drake Maye,New England Patriots,0,,,Cincinnati Bengals,0,0
4,9,16,Tucker Kraft,TE,Green Bay Packers,WETLIKEIMBO,Josh Allen,Buffalo Bills,0,,,Carolina Panthers,0,0
4,8,17,Patrick Mahomes,QB,Kansas City Chiefs,DRAPP,Patrick Mahomes,Kansas City Chiefs,1,1,1,Buffalo Bills,0,0
4,7,18,Davante Adams,WR,Los Angeles Rams,LINEOFSCRIM,Daniel Jones,Indianapolis Colts,0,,,New Orleans Saints,0,0
4,6,19,Rome Odunze,WR,Chicago Bears,BUSTERSBOYS,Caleb Williams,Chicago Bears,1,,,Cincinnati Bengals,0,0
4,5,20,DK Metcalf,WR,Pittsburgh Steelers,JOKAH03,Brock Purdy,San Francisco 49ers,0,,,Indianapolis Colts,0,0
4,4,21,Ashton Jeanty,RB,Las Vegas Raiders,FULLYLOADED,Matthew Stafford,Los Angeles Rams,0,,,Jacksonville Jaguars,0,0
4,3,22,Tyler Warren,TE,Indianapolis Colts,KCPOLACK,Jaxson Dart,New York Giants,0,,,Pittsburgh Steelers,0,0
4,2,23,Ladd McConkey,WR,Los Angeles Chargers,LEE121503,Justin Herbert,Los Angeles Chargers,1,,,Tennessee Titans,0,0
4,1,24,Chase Brown,RB,Cincinnati Bengals,BRADC,Bo Nix,Denver Broncos,0,,,Chicago Bears,0,0
4,1,25,Drake London,WR,Atlanta Falcons,BRADC,Bo Nix,Denver Broncos,0,,,New England Patriots,0,0
4,2,26,Justin Herbert,QB,Los Angeles Chargers,LEE121503,Justin Herbert,Los Angeles Chargers,1,1,1,Tennessee Titans,0,0
4,3,27,Nico Collins,WR,Houston Texans,KCPOLACK,Jaxson Dart,New York Giants,0,,,Denver Broncos,0,0
4,4,28,George Kittle,TE,San Francisco 49ers,FULLYLOADED,Matthew Stafford,Los Angeles Rams,0,,,New York Giants,0,0
4,5,29,Tyrone Tracy,RB,New York Giants,JOKAH03,Brock Purdy,San Francisco 49ers,0,,,San Francisco 49ers,2,1
4,6,30,Travis Etienne Jr.,RB,Jacksonville Jaguars,BUSTERSBOYS,Caleb Williams,Chicago Bears,0,,,Las Vegas Raiders,0,0
4,7,31,Michael Pittman Jr.,WR,Indianapolis Colts,LINEOFSCRIM,Daniel Jones,Indianapolis Colts,1,,,Pittsburgh Steelers,0,0
4,8,32,Jaylen Warren,RB,Pittsburgh Steelers,DRAPP,Patrick Mahomes,Kansas City Chiefs,0,,,Indianapolis Colts,0,0
4,9,33,Tee Higgins,WR,Cincinnati Bengals,WETLIKEIMBO,Josh Allen,Buffalo Bills,0,,,Chicago Bears,0,0
4,10,34,Drake Maye,QB,New England Patriots,KRUTCHES93,Drake Maye,New England Patriots,1,2,1,Atlanta Falcons,0,0
4,11,35,Brock Bowers,TE,Las Vegas Raiders,NF42,Trevor Lawrence,Jacksonville Jaguars,0,,,Jacksonville Jaguars,2,1
4,12,36,Chris Olave,WR,New Orleans Saints,PATRICKBARN,Jordan Love,Green Bay Packers,0,,,Los Angeles Rams,1,1
4,12,37,Xavier Worthy,WR,Kansas City Chiefs,PATRICKBARN,Jordan Love,Green Bay Packers,0,,,Buffalo Bills,1,1
4,11,38,Travis Hunter,WR,Jacksonville Jaguars,NF42,Trevor Lawrence,Jacksonville Jaguars,1,,,Las Vegas Raiders,1,1
4,10,39,Stefon Diggs,WR,New England Patriots,KRUTCHES93,Drake Maye,New England Patriots,1,,,Atlanta Falcons,0,0
4,9,40,Rhamondre Stevenson,RB,New England Patriots,WETLIKEIMBO,Josh Allen,Buffalo Bills,0,,,Atlanta Falcons,0,0
4,8,41,Brian Thomas,WR,Jacksonville Jaguars,DRAPP,Patrick Mahomes,Kansas City Chiefs,0,,,Las Vegas Raiders,0,0
4,7,42,Daniel Jones,QB,Indianapolis Colts,LINEOFSCRIM,Daniel Jones,Indianapolis Colts,1,1,1,Pittsburgh Steelers,0,0
4,6,43,Caleb Williams,QB,Chicago Bears,BUSTERSBOYS,Caleb Williams,Chicago Bears,1,1,1,Cincinnati Bengals,0,0
4,5,44,Sam LaPorta,TE,Detroit Lions,JOKAH03,Brock Purdy,San Francisco 49ers,0,,,Minnesota Vikings,0,0
4,4,45,Keenan Allen,WR,Los Angeles Chargers,FULLYLOADED,Matthew Stafford,Los Angeles Rams,0,,,Tennessee Titans,0,0
4,3,46,Jordan Addison,WR,Minnesota Vikings,KCPOLACK,Jaxson Dart,New York Giants,0,,,Detroit Lions,1,1
4,2,47,Tetairoa McMillan,WR,Carolina Panthers,LEE121503,Justin Herbert,Los Angeles Chargers,0,,,Green Bay Packers,0,0
4,1,48,Oronde Gadsden,TE,Los Angeles Chargers,BRADC,Bo Nix,Denver Broncos,0,,,Tennessee Titans,0,0
4,1,49,Khalil Shakir,WR,Buffalo Bills,BRADC,Bo Nix,Denver Broncos,0,,,Kansas City Chiefs,0,0
4,2,50,David Montgomery,RB,Detroit Lions,LEE121503,Justin Herbert,Los Angeles Chargers,0,,,Minnesota Vikings,0,0
4,3,51,Jaxson Dart,QB,New York Giants,KCPOLACK,Jaxson Dart,New York Giants,1,0,0,San Francisco 49ers,1,1
4,4,52,Courtland Sutton,WR,Denver Broncos,FULLYLOADED,Matthew Stafford,Los Angeles Rams,0,,,Houston Texans,0,0
4,5,53,Brock Purdy,QB,San Francisco 49ers,JOKAH03,Brock Purdy,San Francisco 49ers,1,1,1,New York Giants,1,1
4,6,54,Travis Kelce,TE,Kansas City Chiefs,BUSTERSBOYS,Caleb Williams,Chicago Bears,0,,,Buffalo Bills,0,0
4,7,55,Rico Dowdle,RB,Carolina Panthers,LINEOFSCRIM,Daniel Jones,Indianapolis Colts,0,,,Green Bay Packers,1,1
4,8,56,Kyle Pitts,TE,Atlanta Falcons,DRAPP,Patrick Mahomes,Kansas City Chiefs,0,,,New England Patriots,0,0
4,9,57,TreVeyon Henderson,RB,New England Patriots,WETLIKEIMBO,Josh Allen,Buffalo Bills,0,,,Atlanta Falcons,0,0
4,10,58,Alvin Kamara,RB,New Orleans Saints,KRUTCHES93,Drake Maye,New England Patriots,0,,,Los Angeles Rams,0,0
4,11,59,Trevor Lawrence,QB,Jacksonville Jaguars,NF42,Trevor Lawrence,Jacksonville Jaguars,1,1,1,Las Vegas Raiders,1,1
4,12,60,Colston Loveland,TE,Chicago Bears,PATRICKBARN,Jordan Love,Green Bay Packers,0,,,Cincinnati Bengals,0,0
4,12,61,Jordan Love,QB,Green Bay Packers,PATRICKBARN,Jordan Love,Green Bay Packers,1,0,0,Carolina Panthers,0,0
4,11,62,J.K. Dobbins,RB,Denver Broncos,NF42,Trevor Lawrence,Jacksonville Jaguars,0,,,Houston Texans,0,0
4,10,63,Hunter Henry,TE,New England Patriots,KRUTCHES93,Drake Maye,New England Patriots,1,,,Atlanta Falcons,0,0
4,9,64,Wan'Dale Robinson,WR,New York Giants,WETLIKEIMBO,Josh Allen,Buffalo Bills,0,,,San Francisco 49ers,0,0
4,8,65,D.J. Moore,WR,Chicago Bears,DRAPP,Patrick Mahomes,Kansas City Chiefs,0,,,Cincinnati Bengals,0,0
4,7,66,Dalton Kincaid,TE,Buffalo Bills,LINEOFSCRIM,Daniel Jones,Indianapolis Colts,0,,,Kansas City Chiefs,0,0
4,6,67,Jameson Williams,WR,Detroit Lions,BUSTERSBOYS,Caleb Williams,Chicago Bears,0,,,Minnesota Vikings,0,0
4,5,68,Jauan Jennings,WR,San Francisco 49ers,JOKAH03,Brock Purdy,San Francisco 49ers,1,,,New York Giants,1,1
4,4,69,Matthew Stafford,QB,Los Angeles Rams,FULLYLOADED,Matthew Stafford,Los Angeles Rams,1,0,0,New Orleans Saints,0,0
4,3,70,Ricky Pearsall,WR,San Francisco 49ers,KCPOLACK,Jaxson Dart,New York Giants,0,,,New York Giants,1,1
4,2,71,Theo Johnson,TE,New York Giants,LEE121503,Justin Herbert,Los Angeles Chargers,0,,,San Francisco 49ers,1,1
4,1,72,Bo Nix,QB,Denver Broncos,BRADC,Bo Nix,Denver Broncos,1,0,0,Houston Texans,0,0
5,1,1,Jonathan Taylor,RB,Indianapolis Colts,FULLYLOADED,Matthew Stafford,Los Angeles Rams,0,,,Pittsburgh Steelers,0,0
5,2,2,Christian McCaffrey,RB,San Francisco 49ers,URBANIK,Jordan Love,Green Bay Packers,0,,,New York Giants,1,1
5,3,3,Jahmyr Gibbs,RB,Detroit Lions,MARIOSOLAR,Caleb Williams,Chicago Bears,0,,,Minnesota Vikings,0,0
5,4,4,Ja'Marr Chase,WR,Cincinnati Bengals,CGEEEEEE,Joe Flacco,Cincinnati Bengals,1,,,Chicago Bears,0,0
5,5,5,Bijan Robinson,RB,Atlanta Falcons,GRUSTCNJ,Daniel Jones,Indianapolis Colts,0,,,New England Patriots,0,0
5,6,6,Puka Nacua,WR,Los Angeles Rams,BUKKYPLAYS,Drake Maye,New England Patriots,0,,,New Orleans Saints,0,0
5,7,7,Amon-Ra St. Brown,WR,Detroit Lions,MATHOLOGY,Jared Goff,Detroit Lions,1,,,Minnesota Vikings,0,0
5,8,8,Rashee Rice,WR,Kansas City Chiefs,LENKEITH,Patrick Mahomes,Kansas City Chiefs,1,,,Buffalo Bills,0,0
5,9,9,Justin Jefferson,WR,Minnesota Vikings,BESTBALLVIPER,J.J. McCarthy,Minnesota Vikings,1,,,Detroit Lions,0,0
5,10,10,Josh Jacobs,RB,Green Bay Packers,BUSTERSBOYS,Josh Allen,Buffalo Bills,0,,,Carolina Panthers,1,1
5,11,11,Kimani Vidal,RB,Los Angeles Chargers,SWEETPAPARON,Geno Smith,Las Vegas Raiders,0,,,Tennessee Titans,0,0
5,12,12,Kyren Williams,RB,Los Angeles Rams,KRUTCHES93,Justin Herbert,Los Angeles Chargers,0,,,New Orleans Saints,0,0
5,12,13,James Cook,RB,Buffalo Bills,KRUTCHES93,Justin Herbert,Los Angeles Chargers,0,,,Kansas City Chiefs,0,0
5,11,14,Tyler Warren,TE,Indianapolis Colts,SWEETPAPARON,Geno Smith,Las Vegas Raiders,0,,,Pittsburgh Steelers,1,1
5,10,15,Josh Allen,QB,Buffalo Bills,BUSTERSBOYS,Josh Allen,Buffalo Bills,1,0,0,Kansas City Chiefs,0,0
5,9,16,Ashton Jeanty,RB,Las Vegas Raiders,BESTBALLVIPER,J.J. McCarthy,Minnesota Vikings,0,,,Jacksonville Jaguars,0,0
5,8,17,Patrick Mahomes,QB,Kansas City Chiefs,LENKEITH,Patrick Mahomes,Kansas City Chiefs,1,3,1,Buffalo Bills,0,0
5,7,18,D'Andre Swift,RB,Chicago Bears,MATHOLOGY,Jared Goff,Detroit Lions,0,,,Cincinnati Bengals,0,0
5,6,19,Rome Odunze,WR,Chicago Bears,BUKKYPLAYS,Drake Maye,New England Patriots,0,,,Cincinnati Bengals,0,0
5,5,20,Davante Adams,WR,Los Angeles Rams,GRUSTCNJ,Daniel Jones,Indianapolis Colts,0,,,New Orleans Saints,0,0
5,4,21,Tucker Kraft,TE,Green Bay Packers,CGEEEEEE,Joe Flacco,Cincinnati Bengals,0,,,Carolina Panthers,1,1
5,3,22,Chase Brown,RB,Cincinnati Bengals,MARIOSOLAR,Caleb Williams,Chicago Bears,0,,,Chicago Bears,2,1
5,2,23,Ladd McConkey,WR,Los Angeles Chargers,URBANIK,Jordan Love,Green Bay Packers,0,,,Tennessee Titans,0,0
5,1,24,Nico Collins,WR,Houston Texans,FULLYLOADED,Matthew Stafford,Los Angeles Rams,0,,,Denver Broncos,0,0
5,1,25,Drake London,WR,Atlanta Falcons,FULLYLOADED,Matthew Stafford,Los Angeles Rams,0,,,New England Patriots,1,1
5,2,26,Tyrone Tracy,RB,New York Giants,URBANIK,Jordan Love,Green Bay Packers,0,,,San Francisco 49ers,1,1
5,3,27,DK Metcalf,WR,Pittsburgh Steelers,MARIOSOLAR,Caleb Williams,Chicago Bears,0,,,Indianapolis Colts,0,0
5,4,28,Tee Higgins,WR,Cincinnati Bengals,CGEEEEEE,Joe Flacco,Cincinnati Bengals,1,,,Chicago Bears,0,0
5,5,29,Travis Etienne Jr.,RB,Jacksonville Jaguars,GRUSTCNJ,Daniel Jones,Indianapolis Colts,0,,,Las Vegas Raiders,0,0
5,6,30,Brock Bowers,TE,Las Vegas Raiders,BUKKYPLAYS,Drake Maye,New England Patriots,0,,,Jacksonville Jaguars,0,0
5,7,31,Jaylen Warren,RB,Pittsburgh Steelers,MATHOLOGY,Jared Goff,Detroit Lions,0,,,Indianapolis Colts,0,0
5,8,32,Xavier Worthy,WR,Kansas City Chiefs,LENKEITH,Patrick Mahomes,Kansas City Chiefs,1,,,Buffalo Bills,0,0
5,9,33,J.K. Dobbins,RB,Denver Broncos,BESTBALLVIPER,J.J. McCarthy,Minnesota Vikings,0,,,Houston Texans,0,0
5,10,34,George Kittle,TE,San Francisco 49ers,BUSTERSBOYS,Josh Allen,Buffalo Bills,0,,,New York Giants,0,0
5,11,35,Michael Pittman Jr.,WR,Indianapolis Colts,SWEETPAPARON,Geno Smith,Las Vegas Raiders,0,,,Pittsburgh Steelers,1,1
5,12,36,Brian Thomas,WR,Jacksonville Jaguars,KRUTCHES93,Justin Herbert,Los Angeles Chargers,0,,,Las Vegas Raiders,0,0
5,12,37,Justin Herbert,QB,Los Angeles Chargers,KRUTCHES93,Justin Herbert,Los Angeles Chargers,1,1,1,Tennessee Titans,0,0
5,11,38,Travis Hunter,WR,Jacksonville Jaguars,SWEETPAPARON,Geno Smith,Las Vegas Raiders,0,,,Las Vegas Raiders,1,1
5,10,39,Chris Olave,WR,New Orleans Saints,BUSTERSBOYS,Josh Allen,Buffalo Bills,0,,,Los Angeles Rams,0,0
5,9,40,Oronde Gadsden,TE,Los Angeles Chargers,BESTBALLVIPER,J.J. McCarthy,Minnesota Vikings,0,,,Tennessee Titans,0,0
5,8,41,Kareem Hunt,RB,Kansas City Chiefs,LENKEITH,Patrick Mahomes,Kansas City Chiefs,1,,,Buffalo Bills,0,0
5,7,42,Stefon Diggs,WR,New England Patriots,MATHOLOGY,Jared Goff,Detroit Lions,0,,,Atlanta Falcons,1,1
5,6,43,Drake Maye,QB,New England Patriots,BUKKYPLAYS,Drake Maye,New England Patriots,1,1,1,Atlanta Falcons,0,0
5,5,44,Daniel Jones,QB,Indianapolis Colts,GRUSTCNJ,Daniel Jones,Indianapolis Colts,1,1,1,Pittsburgh Steelers,0,0
5,4,45,David Montgomery,RB,Detroit Lions,CGEEEEEE,Joe Flacco,Cincinnati Bengals,0,,,Minnesota Vikings,0,0
5,3,46,Caleb Williams,QB,Chicago Bears,MARIOSOLAR,Caleb Williams,Chicago Bears,1,1,1,Cincinnati Bengals,1,1
5,2,47,Jordan Addison,WR,Minnesota Vikings,URBANIK,Jordan Love,Green Bay Packers,0,,,Detroit Lions,0,0
5,1,48,Rhamondre Stevenson,RB,New England Patriots,FULLYLOADED,Matthew Stafford,Los Angeles Rams,0,,,Atlanta Falcons,1,1
5,1,49,Sam LaPorta,TE,Detroit Lions,FULLYLOADED,Matthew Stafford,Los Angeles Rams,0,,,Minnesota Vikings,0,0
5,2,50,Travis Kelce,TE,Kansas City Chiefs,URBANIK,Jordan Love,Green Bay Packers,0,,,Buffalo Bills,0,0
5,3,51,Khalil Shakir,WR,Buffalo Bills,MARIOSOLAR,Caleb Williams,Chicago Bears,0,,,Kansas City Chiefs,0,0
5,4,52,Rico Dowdle,RB,Carolina Panthers,CGEEEEEE,Joe Flacco,Cincinnati Bengals,0,,,Green Bay Packers,1,1
5,5,53,Dalton Kincaid,TE,Buffalo Bills,GRUSTCNJ,Daniel Jones,Indianapolis Colts,0,,,Kansas City Chiefs,0,0
5,6,54,Jameson Williams,WR,Detroit Lions,BUKKYPLAYS,Drake Maye,New England Patriots,0,,,Minnesota Vikings,0,0
5,7,55,Kyle Pitts,TE,Atlanta Falcons,MATHOLOGY,Jared Goff,Detroit Lions,0,,,New England Patriots,1,1
5,8,56,Keenan Allen,WR,Los Angeles Chargers,LENKEITH,Patrick Mahomes,Kansas City Chiefs,0,,,Tennessee Titans,0,0
5,9,57,Jauan Jennings,WR,San Francisco 49ers,BESTBALLVIPER,J.J. McCarthy,Minnesota Vikings,0,,,New York Giants,0,0
5,10,58,Tetairoa McMillan,WR,Carolina Panthers,BUSTERSBOYS,Josh Allen,Buffalo Bills,0,,,Green Bay Packers,1,1
5,11,59,Geno Smith,QB,Las Vegas Raiders,SWEETPAPARON,Geno Smith,Las Vegas Raiders,1,0,0,Jacksonville Jaguars,1,1
5,12,60,Quentin Johnston,WR,Los Angeles Chargers,KRUTCHES93,Justin Herbert,Los Angeles Chargers,1,,,Tennessee Titans,0,0
5,12,61,Hunter Henry,TE,New England Patriots,KRUTCHES93,Justin Herbert,Los Angeles Chargers,0,,,Atlanta Falcons,0,0
5,11,62,Roman Wilson,WR,Pittsburgh Steelers,SWEETPAPARON,Geno Smith,Las Vegas Raiders,0,,,Indianapolis Colts,2,1
5,10,63,Courtland Sutton,WR,Denver Broncos,BUSTERSBOYS,Josh Allen,Buffalo Bills,0,,,Houston Texans,0,0
5,9,64,J.J. McCarthy,QB,Minnesota Vikings,BESTBALLVIPER,J.J. McCarthy,Minnesota Vikings,1,1,1,Detroit Lions,0,0
5,8,65,Juwan Johnson,TE,New Orleans Saints,LENKEITH,Patrick Mahomes,Kansas City Chiefs,0,,,Los Angeles Rams,0,0
5,7,66,Jared Goff,QB,Detroit Lions,MATHOLOGY,Jared Goff,Detroit Lions,1,1,1,Minnesota Vikings,0,0
5,6,67,TreVeyon Henderson,RB,New England Patriots,BUKKYPLAYS,Drake Maye,New England Patriots,1,,,Atlanta Falcons,0,0
5,5,68,Alec Pierce,WR,Indianapolis Colts,GRUSTCNJ,Daniel Jones,Indianapolis Colts,1,,,Pittsburgh Steelers,0,0
5,4,69,Joe Flacco,QB,Cincinnati Bengals,CGEEEEEE,Joe Flacco,Cincinnati Bengals,1,2,1,Chicago Bears,0,0
5,3,70,Colston Loveland,TE,Chicago Bears,MARIOSOLAR,Caleb Williams,Chicago Bears,1,,,Cincinnati Bengals,1,1
5,2,71,Jordan Love,QB,Green Bay Packers,URBANIK,Jordan Love,Green Bay Packers,1,0,0,Carolina Panthers,0,0
5,1,72,Matthew Stafford,QB,Los Angeles Rams,FULLYLOADED,Matthew Stafford,Los Angeles Rams,1,0,0,New Orleans Saints,0,0
6,1,1,Jonathan Taylor,RB,Indianapolis Colts,KCPOLACK,Aaron Rodgers,Pittsburgh Steelers,0,,,Pittsburgh Steelers,2,1
6,2,2,Christian McCaffrey,RB,San Francisco 49ers,SWEETPAPARON,Geno Smith,Las Vegas Raiders,0,,,New York Giants,0,0
6,3,3,Jahmyr Gibbs,RB,Detroit Lions,PATRICKBARN,Matthew Stafford,Los Angeles Rams,0,,,Minnesota Vikings,0,0
6,4,4,Ja'Marr Chase,WR,Cincinnati Bengals,LENKEITH,Daniel Jones,Indianapolis Colts,0,,,Chicago Bears,0,0
6,5,5,Bijan Robinson,RB,Atlanta Falcons,BESTBALLVIPER,Drake Maye,New England Patriots,0,,,New England Patriots,2,1
6,6,6,Josh Allen,QB,Buffalo Bills,RAZOR33,Josh Allen,Buffalo Bills,1,0,0,Kansas City Chiefs,0,0
6,7,7,Puka Nacua,WR,Los Angeles Rams,URBANIK,Caleb Williams,Chicago Bears,0,,,New Orleans Saints,0,0
6,8,8,Josh Jacobs,RB,Green Bay Packers,KOBEGOAT2424,Justin Herbert,Los Angeles Chargers,0,,,Carolina Panthers,0,0
6,9,9,Amon-Ra St. Brown,WR,Detroit Lions,JEWISHMCCAF,Jared Goff,Detroit Lions,1,,,Minnesota Vikings,1,1
6,10,10,Rashee Rice,WR,Kansas City Chiefs,KRUTCHES93,Jaxson Dart,New York Giants,0,,,Buffalo Bills,0,0
6,11,11,James Cook,RB,Buffalo Bills,D4VE,Brock Purdy,San Francisco 49ers,0,,,Kansas City Chiefs,0,0
6,12,12,Patrick Mahomes,QB,Kansas City Chiefs,CHADCANDLES,Patrick Mahomes,Kansas City Chiefs,1,2,1,Buffalo Bills,0,0
6,12,13,Kimani Vidal,RB,Los Angeles Chargers,CHADCANDLES,Patrick Mahomes,Kansas City Chiefs,0,,,Tennessee Titans,0,0
6,11,14,Kyren Williams,RB,Los Angeles Rams,D4VE,Brock Purdy,San Francisco 49ers,0,,,New Orleans Saints,0,0
6,10,15,George Kittle,TE,San Francisco 49ers,KRUTCHES93,Jaxson Dart,New York Giants,0,,,New York Giants,2,1
6,9,16,Justin Jefferson,WR,Minnesota Vikings,JEWISHMCCAF,Jared Goff,Detroit Lions,0,,,Detroit Lions,2,1
6,8,17,D'Andre Swift,RB,Chicago Bears,KOBEGOAT2424,Justin Herbert,Los Angeles Chargers,0,,,Cincinnati Bengals,1,1
6,7,18,Rome Odunze,WR,Chicago Bears,URBANIK,Caleb Williams,Chicago Bears,1,,,Cincinnati Bengals,0,0
6,6,19,Chase Brown,RB,Cincinnati Bengals,RAZOR33,Josh Allen,Buffalo Bills,0,,,Chicago Bears,0,0
6,5,20,Ashton Jeanty,RB,Las Vegas Raiders,BESTBALLVIPER,Drake Maye,New England Patriots,0,,,Jacksonville Jaguars,0,0
6,4,21,Ladd McConkey,WR,Los Angeles Chargers,LENKEITH,Daniel Jones,Indianapolis Colts,0,,,Tennessee Titans,0,0
6,3,22,Davante Adams,WR,Los Angeles Rams,PATRICKBARN,Matthew Stafford,Los Angeles Rams,1,,,New Orleans Saints,1,1
6,2,23,Michael Pittman Jr.,WR,Indianapolis Colts,SWEETPAPARON,Geno Smith,Las Vegas Raiders,0,,,Pittsburgh Steelers,1,1
6,1,24,Tyler Warren,TE,Indianapolis Colts,KCPOLACK,Aaron Rodgers,Pittsburgh Steelers,0,,,Pittsburgh Steelers,2,1
6,1,25,DK Metcalf,WR,Pittsburgh Steelers,KCPOLACK,Aaron Rodgers,Pittsburgh Steelers,1,,,Indianapolis Colts,2,1
6,2,26,Tucker Kraft,TE,Green Bay Packers,SWEETPAPARON,Geno Smith,Las Vegas Raiders,0,,,Carolina Panthers,0,0
6,3,27,Brock Bowers,TE,Las Vegas Raiders,PATRICKBARN,Matthew Stafford,Los Angeles Rams,0,,,Jacksonville Jaguars,0,0
6,4,28,Tyrone Tracy,RB,New York Giants,LENKEITH,Daniel Jones,Indianapolis Colts,0,,,San Francisco 49ers,0,0
6,5,29,Drake Maye,QB,New England Patriots,BESTBALLVIPER,Drake Maye,New England Patriots,1,1,1,Atlanta Falcons,1,1
6,6,30,Travis Etienne Jr.,RB,Jacksonville Jaguars,RAZOR33,Josh Allen,Buffalo Bills,0,,,Las Vegas Raiders,0,0
6,7,31,Jaylen Warren,RB,Pittsburgh Steelers,URBANIK,Caleb Williams,Chicago Bears,0,,,Indianapolis Colts,0,0
6,8,32,Justin Herbert,QB,Los Angeles Chargers,KOBEGOAT2424,Justin Herbert,Los Angeles Chargers,1,1,1,Tennessee Titans,0,0
